,coefs,coefs_with_stopword
feller,0.08863532593019169,0.08430310014378423
ve,0.08881094757325556,0.23296462403332985
drifts,0.08929201260342107,0.049298506399885894
ran,0.08941418256046473,0.08396297118959474
college,0.08954640152478632,0.07328437286868228
judge,0.08962002106228327,0.0669544931890467
honestly,0.08962030936031938,0.1330361634872863
blame,0.0897939106333942,0.18805932940369047
interlude,0.08995656514549369,0.07633528355146656
maybe,0.09025675952854065,0.26801022638342525
gives,0.09028382117612302,0.19269352790824157
glory,0.09043408420896484,0.044122894093480525
weary,0.09089480613868639,0.06252168565636351
hadn,0.09115824698885504,0.16277242605551812
viewed,0.09115824698885504,0.16277242605551812
persistent,0.09135828941671416,0.1446906806743949
aren,0.09144981213212544,0.005441871516533636
coat,0.09184297334389122,0.09808415879255063
barefoot,0.09191851580572094,0.14204267447402688
knowed,0.09197677940311658,0.08240679159582101
raised,0.09202858735557025,-0.01741998450201135
are,0.09215910026529395,
sittin,0.09216798331053772,0.15626801184751915
play,0.09257680586688052,0.1616597852723531
played,0.09274221805847446,0.10027930033153212
ember,0.09339731521422555,0.15852907326723537
sunday,0.09353119386519014,0.10860541460594335
wet,0.09363586123553244,0.15679220641910446
streets,0.0937980246392072,0.03460432471532268
plow,0.09403956496381312,0.10647623403032684
stray,0.09446042062585373,0.4004814610167465
husband,0.095006174409199,0.13125258444109844
serenading,0.09511601162217591,0.052504723504161736
chinatown,0.09525447242850593,0.1446716979009556
pleased,0.09529124628098393,0.09920345101911103
barrel,0.09551171227824098,0.06122145130507742
mop,0.09609477038766781,0.12193690997815734
yell,0.09615883133430042,0.19121247247853332
lights,0.09628312517558538,0.014464781137085714
millions,0.09646132946938393,0.1407133600575113
understands,0.09716126239517896,0.10491504449215672
clean,0.09775120915541556,0.06438444557244855
holds,0.09793821057186888,0.09570540921726639
bobtail,0.09831051959827306,0.15147003337345158
charms,0.09866387739327538,0.26535908656471635
dab,0.09895625077595942,0.10039545663348542
knees,0.0991523501186081,0.10981764052382827
past,0.09923563361535422,0.23620845166706542
incomprehensible,0.09939623896643053,0.17082947022982783
chimp,0.09989912167386136,0.09224137045552482
monk,0.09989912167386136,0.09224137045552482
sip,0.09994603082624962,0.14143798907224284
pie,0.10011552831966451,0.1283284891227012
isn,0.10014276452743517,0.009875399233031795
steak,0.10101769772099539,0.1216603831349364
points,0.10108175066528476,0.24546449643063886
although,0.10108511288386199,
ones,0.10117469504480006,0.13275503946934794
evenin,0.10117836144851093,0.15182662375083578
happens,0.10148349405432947,0.10492876023688
july,0.10165802478015194,0.11425128658160683
arrow,0.1017920596215594,0.0602511545356306
boats,0.10181161761930119,0.021963100199009773
needs,0.10187860806690802,0.031046197577162343
key,0.10191395320285171,0.048391135137784896
hurry,0.10193362272390845,0.06141139772220039
misbehavin,0.10212451566402424,0.2476429502815034
savin,0.10212451566402424,0.2476429502815034
cries,0.10287520944982433,0.13028069780133278
daisies,0.10346437108962572,0.1497870246982654
grabbin,0.10349347680264016,0.1634355822960502
blowing,0.1035646842513468,0.1520974676438025
cry,0.1036954483620516,
swaying,0.10370618214453725,0.10202052586062327
wondered,0.10382482742751648,0.1553628466812529
ladies,0.10409355289418654,0.2155290478928185
darling,0.10423041178756534,0.29835927107560434
lands,0.10429892529252571,0.09828973322154598
join,0.10443681243520826,-0.09159851155357583
flame,0.10443837869577238,0.24397237977448738
departed,0.10450990180044484,0.051428534694430796
button,0.10454733439270839,0.12565530752148718
striking,0.10480478744483308,0.0
greatest,0.10527192810344733,0.02227385312383328
doy,0.10530855658230073,0.10084158352728023
rolled,0.10554052800151288,0.13383386763649685
handle,0.10583820949834899,0.05229189701602732
after,0.1061310492733745,
nah,0.10614410136590544,0.12220473460234195
tour,0.10630650927912935,0.15017933924568647
honest,0.10632566600766277,0.14515773095518947
fore,0.10718583854611455,0.15484499947859748
paul,0.10736306462054901,0.11966979861991345
other,0.1076407434717862,
ter,0.10780305323595764,0.08971332383441596
fat,0.10854890148339354,0.36822849659082013
defend,0.10875400411834261,0.05418643646013209
tie,0.10880713582081886,0.21966277792717154
pop,0.10887476022891986,0.07313423064489817
midnight,0.10906172599886536,0.05346260378613746
levee,0.10906276414661298,0.046690143867039555
fills,0.1092764824781126,0.11567080187032533
raining,0.10966047601925549,0.07997837752481912
dreams,0.10980411807496183,0.10472875446026089
maximum,0.1098156548196698,0.14281623145805442
glimpse,0.11001955560319136,0.1940533607838728
treats,0.11006097099486795,0.14253494611578924
sing,0.11039767148813023,-0.16662451652968907
child,0.11041749308970865,0.010025788855750103
bait,0.11081324401042236,0.20494817776032953
chat,0.11092806611718897,0.16951492535784676
ral,0.11122128739097652,0.0996654662233281
ten,0.11144832686708896,
galore,0.11151605145100209,0.15468266391901347
lightning,0.11155605021652323,0.059932305520087034
dine,0.1115695137103779,0.1351536970990699
kansas,0.11167076940374504,0.3452530956130433
steals,0.11171867660883077,0.03335225149878923
dined,0.11179049340644644,0.1393809366043054
pieces,0.11187262940512567,0.16432074086042178
brushin,0.11225427867286836,0.11468890103720439
defenses,0.11267966554068794,0.27069930369579986
peaceful,0.11323806456086716,-0.007948005140784531
tuxedo,0.11385330778924224,0.16846333583747702
spirits,0.11391475163087217,0.07134807526567097
shelf,0.11417584408296344,0.21676021946977359
steppin,0.11586118841904056,0.14685680222224473
heels,0.11591000635219276,0.14347739226460998
shock,0.11641147204367804,0.11483546051599744
knock,0.11684135256014788,0.14305653384289782
remain,0.11720118618648984,0.11886038210728124
us,0.11720540886311792,
wid,0.11722568574875006,0.09061439583299716
mean,0.11747988532502487,0.12891902922360346
chariot,0.11827825920301734,0.18678352262405737
large,0.11836104590385425,0.09426568273957259
eating,0.11852016454700126,0.1628719092258474
cried,0.11856443665090612,0.18185633542541832
lad,0.11874182426815813,0.12434158485693303
teacher,0.11888319922653556,0.17730817074513863
their,0.11893537473524868,
nine,0.1189761630609517,
unhappy,0.11915375458982169,0.2613926640282441
ruin,0.11918507625247182,0.15212255969307728
god,0.1194266352085756,0.007027532831757166
haven,0.11947566767302611,-0.08029351416229916
sam,0.11958471000407095,0.10448343304170532
flat,0.11960711807960361,0.21104201959437868
wouldn,0.11963377713508129,0.23764000547522102
better,0.11980822524402665,0.15649912244076164
glorious,0.11996417716071138,0.21305676602834944
dollars,0.12065942473410987,0.16684527534594978
wash,0.12074207508660753,-0.0018753692260081861
treated,0.12079774545318483,0.12277955356924304
museum,0.12094840388469574,0.1553628466812529
aunt,0.12111457440496858,0.16268778028048375
noise,0.12125008203811255,0.12387827212246033
springtime,0.12144991144056058,0.06577190565207955
searched,0.12146593060724342,0.13555594819724562
pedal,0.12153492893268548,0.13811382765458272
push,0.12154079566451882,0.1493567087964791
same,0.12232020902961252,
drips,0.1224911565558972,0.18117253738913436
running,0.12254531661907983,0.1509097900950157
do,0.12311466466057731,
lucky,0.12345331226645254,0.15669531772764256
ambition,0.12370593115927049,0.12881267760308235
gown,0.1239422378028833,0.16675298412696854
layin,0.12410445161814798,0.17329435822825132
colored,0.12447797228812967,0.2128262593182561
clock,0.12451346826205008,0.04473097286863706
fishing,0.12473014913166074,0.12929875039101066
aba,0.1248739020923267,0.11530171306940601
sailor,0.12511663636648732,0.11283944419499733
bars,0.12518135219824725,0.15937650914724696
farmers,0.1253860866184175,0.1419683120404358
rancher,0.1253860866184175,0.1419683120404358
cowboys,0.1253860866184175,0.1419683120404358
pardon,0.12545838562369793,0.28577786708972597
breath,0.12569566214605576,0.20489831905324843
nearly,0.12604253078805366,0.16602805245848617
cattle,0.12607568764968105,0.15675234623120532
yours,0.12608949873949715,
gate,0.12689351464709744,0.16938245325525342
cowboy,0.12775346448260738,0.11492023428669265
nights,0.12790182794591262,0.13071771762107726
field,0.1283515292616466,0.08260273637152868
pure,0.12870023354314858,0.15987648344569164
washington,0.12874193315820662,0.1443956775795804
held,0.128902633504449,0.1900959309072331
flashin,0.12982560944954558,0.14097504380053635
places,0.12985136223604435,0.17242580820197415
giving,0.13010436321299398,0.23621138612175163
saying,0.1303304439300717,0.12461121278290212
murder,0.13052180657822032,0.16288454918731443
swear,0.1312166072282646,0.07247899049248749
happiness,0.13183502575997733,0.030007328811852904
spin,0.13227471906685556,0.087865342191758
readin,0.13248175076216734,0.13290624387334599
worried,0.1324845994306003,0.11932982173631115
card,0.13274728927382662,0.15765043658281128
count,0.13276381139272758,0.09851506228600068
twice,0.13517274282538355,0.14395563878858977
gin,0.13522400253351036,0.16600295150270042
tries,0.13586774860725037,0.20984981693860455
jamboree,0.13589298016683207,0.13138375359729493
bula,0.13589298016683207,0.13138375359729493
ate,0.1360190927303798,0.1332235550040626
putting,0.13606065621612345,0.22578276159545158
for,0.13627679212538596,
strips,0.13648283773792141,0.23766250861127253
strip,0.13648283773792141,0.23766250861127253
upside,0.1364940638870299,0.14280797379725407
aching,0.13664227630605422,-0.03379877756510705
tips,0.13671064651182038,0.15850881802244146
tinkle,0.13753557470150427,0.20674528152573077
aisle,0.1383460839892299,0.052914711036884894
lotta,0.13845800454400686,0.2093559261605676
designed,0.13893514587804184,0.15189794442971055
brother,0.13894853570896612,0.13123122103949297
burned,0.139034153936254,0.1257981991448629
rope,0.13919248044723892,0.08621608691039538
mad,0.13925619965017114,0.20371322736755892
bought,0.13934662338758377,0.20300216751885364
club,0.13993767065762003,0.22302266012010158
gloom,0.13994304775414948,0.16660712620615892
monkey,0.14032205295267233,0.14329814993158116
neighbors,0.14033309974320263,0.0924574308619626
twas,0.140340129364053,0.1678951162398201
liable,0.1403879463203967,0.18606489283970198
sermon,0.1403879463203967,0.161931429175104
amorous,0.1405766952968452,0.19747569431569856
bound,0.1406797129769564,0.18983588387015637
foot,0.1406882159415393,0.15408051034092451
sorry,0.1407586742625559,0.23854098658168543
hasn,0.14086074429313356,0.08974076373096726
laura,0.14091118693146665,0.3710523195845126
murmur,0.1411975862856614,0.2707614728247001
capital,0.14130274730365477,0.16329709569852616
few,0.1414982710263064,
astray,0.14174984238217944,0.12305885972260559
fortunate,0.14304608705507865,0.12543630863881888
pleasure,0.14344610219552162,0.18198175069715652
ought,0.1439762474116389,0.21240025549577354
fur,0.14457370163275743,0.3041804066127487
parties,0.14497472031742456,0.14143048463054664
bliss,0.14498442435808162,0.28011934397358584
doesn,0.14534324748617317,0.2875108472546824
misses,0.14541701886215067,0.062253525156052744
stevedores,0.14541701886215067,0.062253525156052744
enjoyed,0.14553373904466493,0.1749013472519239
doll,0.14649342123883563,0.20494817776032953
bay,0.14650352146383094,0.22498405853701686
entered,0.14685152728233586,0.47501376042227966
greater,0.14724219510303652,0.1470085898126673
early,0.14733296778405341,0.13852530680084998
often,0.147611855137479,
small,0.14823523431813912,0.2926806006882291
country,0.14837916318561106,0.45225701402489976
gong,0.14868590762161532,0.13257020923317872
brought,0.14917808593683157,0.2664701980286248
wear,0.14974375883397123,0.28820819865095393
stream,0.14995794177675634,0.11642995032148572
rooms,0.1503267118846468,0.14226181508018887
ask,0.1517290110822797,0.3993756672280259
stayed,0.15237107325330135,0.23403044006335255
underneath,0.1527487809139008,0.06970576623934284
fox,0.15286521811473966,0.05161423446740878
trot,0.15286521811473966,0.05161423446740878
weepin,0.1531428440676869,0.156431162912005
rollin,0.153272823948859,0.04749824052443931
cared,0.15363121840603947,0.2641788732350213
tells,0.15389673324943048,0.10523707352660006
looked,0.15426424435102154,0.03882297763194366
leads,0.15489061789419262,0.2604530227071486
scene,0.15496393161680258,0.2155647717078905
clearly,0.15506067218465852,0.24263817744063865
whirling,0.15539679964167763,0.3478501872069776
sweetheart,0.15569508360377332,0.11321204282103714
every,0.1559285373425682,
hall,0.15602913921580813,0.19990977947421523
children,0.15608280631443727,0.02472626661445282
nothin,0.15626453118778805,0.14960691523945238
chin,0.1570768300653152,0.13297970764911698
nessa,0.15863488408126894,0.2218663199075402
mountain,0.1593051545492864,0.05112910279030736
wore,0.15968950475587096,0.23273618818830322
st,0.16001230143972234,0.23744633795689613
load,0.16005930106336413,0.09313721085233309
rig,0.1605585102211053,0.1930195732589837
pastures,0.16070527731451634,0.22590697529145753
apple,0.16122042693769537,0.25307955030302925
notes,0.16186703212536924,0.1764530084762929
kicking,0.16212539686816374,0.10268083776781373
whenever,0.16262952808054004,
rockin,0.16263260640414884,0.2568273436080789
doors,0.16362552087564602,0.14017938899341353
passing,0.16377136297611877,0.19969466929142757
sayin,0.16431450968419478,0.15120314038835503
git,0.16453311804333187,0.3147404351538375
refuse,0.16463375648535866,0.324204904008659
dinah,0.16535703155222814,0.1741468468548295
middle,0.16633726226912535,0.18899113591161926
perfectly,0.16634684760672253,0.19929108649714267
chile,0.16640247267651107,0.32378146687268755
teach,0.16672178033232402,0.1141883277344107
nuthin,0.16691505406181925,0.21212052834156533
rose,0.16739190286634287,0.13971891546763748
longing,0.16753605950034278,0.3485136795803251
chime,0.16776487970611223,0.14888918322897582
rapture,0.16779132971509603,0.22892018065376962
gain,0.16820731620171142,0.19475311459136785
pray,0.16844994660128645,0.060116779060270464
gray,0.1686893338545425,0.36867374838855244
ning,0.168819560667801,0.05734631479947783
butler,0.16901949831103188,0.4060489555436998
beginning,0.1691648728681735,0.0716302191712517
doubt,0.1694112975273811,0.3376970206525981
danced,0.1697141885937217,0.39847669355233417
delight,0.16976924220330686,0.24572190819777906
writing,0.16986748657173092,0.2807734621711152
polka,0.1701875603463422,0.34659501587741665
hunky,0.17025471135511386,0.22062548161588533
libertine,0.17079166234600096,0.2159751972831917
murmuring,0.1709556069892558,0.13257306036930827
learning,0.17183358232000512,0.2092960482568369
adore,0.17241359726832256,0.44338790105006926
quaint,0.1730492301719328,0.1387909907212858
under,0.17388578410956707,
fellow,0.17424627385605318,0.15609842389493625
thinks,0.17445389527665012,0.17420221965319257
guess,0.1744837926373643,0.2696874071264889
went,0.17462239070561325,0.2948009256655186
kids,0.17473197917336492,0.1554288728711009
lorraine,0.17507968909721963,0.0
startin,0.17585370567335645,0.09735435161952277
drinking,0.17596310009179394,0.18580397836532483
whom,0.17616614431037292,
sands,0.1765886073313091,0.19548424898783487
built,0.17682832915293395,0.20864315260748437
huggin,0.1771417177558569,0.13756386566909326
chalkin,0.1771417177558569,0.13756386566909326
mist,0.1771804137903208,0.14997430052527672
bright,0.17737314708972068,-0.04854600692196043
glad,0.17762124095612855,0.17655663992746407
begun,0.17803621968795486,0.15058037988089057
stars,0.17867271291535086,0.015072650536221921
plunk,0.17904690127390163,0.16892889993393728
drive,0.17918198036107863,0.257031830003779
strain,0.1793010986202267,0.201449204306175
gods,0.17964628646386965,0.1661465569197972
al,0.17967175539326277,0.1495222063906933
warn,0.17993534408921288,0.23072766538706913
winds,0.18007710868699303,0.17117170636650414
tuptim,0.18100444039470392,0.15139095192988017
lonely,0.18107211810938073,0.2838602082557508
mississippi,0.18109264317379437,0.10689310707225724
hill,0.18134955432242075,0.1803291134777566
sit,0.18139539346244762,0.15100773736669
cadillac,0.1819163422059572,0.19474594475716164
car,0.1819163422059572,0.19474594475716164
cryin,0.18202159324646938,0.26459738347419365
memory,0.1825420945286301,0.3182035390941357
creepers,0.1829863665653382,0.39675238083433145
jeepers,0.1829863665653382,0.39675238083433145
confess,0.183193619597557,0.22741952891117997
able,0.18334381556069407,0.2759512478318856
knocking,0.18381428064978064,0.3683489294535727
arrived,0.18394459994660278,0.2055459771555787
december,0.18446542453680675,0.4453600512212546
pet,0.18460666936780776,0.22499995844954523
it,0.18473864870715845,
olive,0.1847763688264824,0.2549785139884071
primitif,0.18479479478416297,0.1635842155051057
sins,0.1852574893423093,0.07770095392266677
broken,0.18534954016078647,0.5005034988392543
five,0.18563539838517445,
out,0.18570399211706193,
pour,0.1863174713685947,0.19027349855869824
andy,0.1863989927588734,0.1781264299766907
lend,0.18704452958430665,0.15373167487942344
beans,0.18717118319159964,0.11755312232385975
jack,0.18717887467437436,0.12707622498232674
whatcha,0.18783052787772098,0.21832847774241054
use,0.18800182752716754,0.30520069641878733
gaze,0.18823168732003753,0.24093357717036235
started,0.1882520906086083,0.18526359178725194
kitchenette,0.1886750127936189,0.27244694108365575
gloomy,0.18947675365997813,0.2560968922031507
them,0.18994837466570036,
concerned,0.19037179156035358,0.18035083160073867
complete,0.19043922169516245,0.23811457779562734
stir,0.19150392320859477,0.24616769192386578
lamb,0.1915070052474482,0.12553155554607748
prize,0.19155120611517062,0.12864246206644403
voices,0.19179964149830708,0.2895325092002986
touch,0.19289658752031053,0.21342719751394063
sweeter,0.1929171705053705,0.2139861956092029
mate,0.192951969632348,0.19152362372232545
wife,0.19357764770809152,0.3388738292750701
shift,0.19399862009863916,0.22046248117173492
jumpin,0.19430930753645798,0.07406493744040282
haunt,0.19459043345257798,0.2657193570354343
answer,0.195705459234517,0.2516647639191427
suspecting,0.19592771568713366,0.09204179662887303
gals,0.19614995876132202,0.24137215252010852
quarter,0.19629831352380442,0.2445126523731851
percent,0.19689618539070794,0.21927114348390722
chum,0.19694825194844934,0.21736794683774874
hep,0.1974865505218451,0.2245331198487262
friendships,0.1974865505218451,0.2245331198487262
blendship,0.1974865505218451,0.2245331198487262
chuck,0.1974865505218451,0.2245331198487262
beams,0.1974956253754886,0.2025290341678065
li,0.19829360510158617,0.2773328998844253
unable,0.1984096394833095,0.31352875638756483
fair,0.19862083836008287,0.16337776512528968
southern,0.19954725650557378,0.1517984766428661
cozy,0.19981226458264573,0.15660938659626122
understanding,0.1999281834923909,0.12777685571256744
insist,0.20006817460086485,0.2357351079226974
forgot,0.20023517401863503,0.40385785176429545
boom,0.2010848937459284,0.20800336590258595
chanced,0.20194881648146756,0.2958344094897686
table,0.20200402947470963,0.3249466242317417
forgive,0.20298054509595712,0.20529706840911338
lyrics,0.20392494282621287,0.2329985559802125
filled,0.20396091391071097,0.08816968427643855
performed,0.2052805041132265,0.20894409634883793
sale,0.20560961117470158,0.12052584262786278
tho,0.20601094862250452,0.250067620687223
thrills,0.2068546796396682,0.18088734957223207
darlin,0.20691582951630333,0.23243134011060246
despite,0.20699810833782029,0.31302740044899485
heart,0.2070887629374173,0.39541035260882806
measure,0.2072297857149024,0.39256415823226654
customers,0.20723516910562512,0.22798389127459162
somewhere,0.20752446789438384,
conversation,0.20771470687862187,0.2539765236371636
neither,0.20772219828885696,
news,0.20827185330698653,0.255817932731989
taking,0.20832425792116704,0.2369551713096842
didn,0.20915518095574115,0.22034041051115533
whos,0.20925148703785657,0.25850225323564585
softer,0.20955747538323757,0.18093382964654048
him,0.20986973170309786,
bed,0.21003192718851582,0.3023931733239832
invite,0.21032800505878094,0.24683850935861254
toads,0.2103901119751986,0.264935326808887
twenty,0.21042397203799715,
plymouth,0.21054406327095287,0.24298303912604538
behold,0.21146905093560509,0.06046209729147628
jonah,0.21153038744366434,0.26143105495206753
absolutely,0.21190330288964762,0.07289976175379945
dat,0.21224153515652625,0.2325596422008199
darkness,0.21226550690584478,0.23696500918108823
cop,0.2123457033335512,0.21406247014203203
paris,0.21305934989306316,0.07770378612030125
days,0.21322683846206186,0.19643152593718194
busy,0.21344667807029238,0.11999504211350927
david,0.21359814597426272,0.2662861193937034
sent,0.21409057617703514,0.2665441320362644
sailing,0.21430238716375913,0.3435120530843211
lose,0.21432622616381714,0.333716559834517
scale,0.21458331572854733,0.20836008679015627
misery,0.21472076313818686,0.11883519055151265
chance,0.21540035553191814,0.3667905984264765
today,0.21617299428983774,0.23142291925719027
softly,0.2165012022650325,0.18531458432166772
concluded,0.21717265518009976,0.27592041447840154
jones,0.2173870891572689,0.18354387389621682
dime,0.21760732645832548,0.32613801021894595
paradise,0.21781245744489364,0.19856834120665978
ridin,0.21854138993662542,0.23205775620467584
shout,0.2194434340771006,0.16100137692607588
latch,0.2196313096393396,0.26034802385154504
cent,0.2196313096393396,0.20977914572241743
affirmative,0.2196313096393396,0.26034802385154504
negative,0.2196313096393396,0.26034802385154504
girls,0.2200354511554792,0.34353948983370225
grant,0.22046567105283288,0.2251600350736847
road,0.2207798941175363,0.18802007406332596
returns,0.22080037786568102,0.24209852045283162
half,0.22106669165728599,0.3173544227829737
forth,0.22122952401409757,0.28623215008757585
cutest,0.2215009522206852,0.15221275274038765
yea,0.22199085809720032,0.23652002885228693
rings,0.22260998423634343,0.3289919358160938
caught,0.22289303022314558,0.20317824475914656
bing,0.22321373696393032,0.2867568835351781
crosby,0.22321373696393032,0.2867568835351781
jus,0.22327107613782624,0.3228895624246999
judgment,0.22338743648040899,0.06214942526798079
headin,0.22359314684779955,0.11933372127702706
bar,0.22420799847429743,0.22265411709979271
good,0.2247801283046628,0.14423972306523858
giver,0.22577485262653557,0.3373555624297713
darn,0.22645646824585425,0.3213133654014962
autumn,0.2267364402213533,0.22815135033968575
floogie,0.22690574942392688,0.23703421292832522
intro,0.22709224677437245,0.3677684166996651
servant,0.22772221646133464,0.28796692971092225
team,0.22808846758116286,0.2902231816052721
leather,0.22819313974835687,0.26696901598175105
tragique,0.2284547434288707,0.2365237540369289
swinging,0.22859258037112976,0.2112571919263757
beaux,0.22869672643782407,0.12436586550222628
ninety,0.2288167058960761,0.2445366504042747
found,0.22897561670905828,
pack,0.22907685902885883,0.44632111234852323
led,0.2290911133303377,0.3319116952955167
smoky,0.22912521294497332,0.16972013671485808
nd,0.22963564304656284,0.4947575030909547
callin,0.2299941336347524,0.14109240018022023
version,0.23135614439816543,0.25912388840893547
wrong,0.23143080228558002,0.08466131113147182
faces,0.23150979250812037,0.3019021213887844
final,0.2317219052475564,0.4332903125731458
affair,0.23177368329359915,0.2122023259567955
kisses,0.23178724379103127,0.37153943028520553
alligator,0.23218506382245327,0.33108872517093313
lane,0.23260886077751552,0.27875777352230907
practice,0.2327338415331777,0.26828002014604835
clover,0.2327826522319879,0.3089220212664896
lawyer,0.23338654134106124,0.10384420005309691
til,0.23363538526201055,0.2990301731128031
lo,0.23381828484249825,0.1455362300227846
week,0.23614569531214533,0.27187822227823516
mornin,0.2378043950559057,0.2693300779260237
personality,0.23797623396275389,0.2924563636653505
joan,0.23858428600293888,0.17271339281930093
th,0.24036526615319093,0.2912481173893635
nowhere,0.24091153354225645,
friendship,0.24132228704627248,0.37648647712961264
others,0.2415935758092735,
colonel,0.24179493897317111,0.14464719386734254
beethoven,0.24186139052967232,0.15350042775184322
words,0.24192064092991328,-0.05493453067946685
berlin,0.2427582146427098,0.23028338587284647
side,0.2442001639051481,
bluebirds,0.24462762133564322,0.3000807196783724
well,0.24486309934420986,
wood,0.24530574894427337,0.13100735341831318
bug,0.24546592712518306,0.2281409762974663
forgotten,0.24620572601539797,0.3983931061168096
lock,0.24623909519143233,0.24961174639497619
melt,0.24631252747587212,0.3487055267354779
grieve,0.24634608234616434,0.3608660109940987
trouve,0.24639305971221728,0.21811228734014096
moi,0.24639305971221728,0.21811228734014096
homme,0.24639305971221728,0.21811228734014096
fats,0.2471900919263029,0.35553998328275194
waller,0.2471900919263029,0.35553998328275194
called,0.24725696381934548,0.2645127543491217
silvery,0.2475987833025331,0.33952474558569995
gigolos,0.24766918441805236,0.2547034735238336
glass,0.24886936856578198,0.24020316614849152
pose,0.24899353137359378,0.26404808042666095
seem,0.2490109075223472,
hand,0.2491975071585295,-0.012841904088995881
desire,0.24931207843091138,0.21854776139170617
spoiled,0.24997071108458574,0.3273186809989594
wives,0.2501213296264557,0.29185273667337575
spent,0.25057527157250614,0.23748704337304466
ill,0.250604292038363,0.37431597379205805
misleadin,0.2512328443746327,0.32596806588289307
der,0.25154045755056786,0.20933108894697064
apartment,0.2515666837248252,0.363262588111541
bis,0.2527132865026566,0.2716121138233425
basin,0.252800165739522,0.35101227142024793
park,0.2534217883594184,0.2730047801936099
comes,0.2546667183455217,0.43258526863913194
otis,0.25530665524079926,0.3886225176748847
regrets,0.25530665524079926,0.3886225176748847
all,0.25590945964115586,
skylark,0.25637541546088816,0.22003513469807826
naturally,0.25715443186958087,0.1492025243264451
mm,0.2575071921496448,0.5816060368743577
favorite,0.25813411820133814,0.24707806916906372
shinin,0.25827748096857733,0.18369845810626165
cain,0.25829716777707334,0.3056958000035411
wonderful,0.2594662579427992,0.2929009728012706
charming,0.25991016885348756,0.3210441612929233
free,0.26026911365859134,0.05939056577402922
west,0.2604667621975581,0.2852691335949043
won,0.2611319284425885,0.5842898390048922
fer,0.26190061402158604,0.33129120566207926
playing,0.2636298823029518,0.3168485462379597
faithful,0.2636733125645653,0.3133081920000559
get,0.26426187582144967,
sure,0.2643928385585922,0.32695067464461697
heard,0.26455179321522265,0.1788429015375112
fool,0.2646978420536914,0.40171327446880367
sings,0.2649959172381688,0.20609093093283282
law,0.26525116062695003,0.25074277853277394
funny,0.26603830076959384,0.22949299732987322
mon,0.2668623466276776,0.059026464376277565
laughing,0.26727673701825577,0.13286894641961022
witch,0.2676962532527045,0.19924381969418975
sergeant,0.2678051142408872,0.20632082564638965
porter,0.26783397991737057,0.50119489077634
gigolo,0.26823520631766556,0.39172020573463256
rock,0.2687322267235474,0.272091447808791
ace,0.2698124533506543,0.3052667594774092
angel,0.2698890731502955,0.44671753386386776
seemed,0.27129426894719916,
quickly,0.2724792522796123,0.38157435011899077
note,0.2725179291710591,0.4410178710018003
mellow,0.27264307705962865,0.3480658723183513
queenie,0.27296567547584283,0.47532501722254505
thiang,0.27328032932633833,0.30436282616784627
barbarians,0.27328032932633833,0.30436282616784627
evah,0.2736540999077619,0.311649391493675
madam,0.27466137031877247,0.3906386259179855
dreamy,0.27470379787407295,0.2901065374205817
talkin,0.27560004860641024,0.35553978693973076
pebbles,0.2761529172443973,0.3095246623121982
everyday,0.2765995430112653,0.3412842314618195
whispers,0.277141751600397,0.2568482687722408
seems,0.27733721919565074,
river,0.27787917026894504,0.11059144682772408
chest,0.278315540286858,0.2719349167130103
skies,0.27865958669916097,0.34546889005378123
written,0.2786882695104276,0.2764728082114508
hug,0.2787396475255696,0.24565049116765553
parson,0.2790700446069153,0.36368596547607795
horse,0.27954209820861514,0.28244937038098444
looks,0.2804312621218928,-0.0032441920822943726
breaking,0.28051336482445466,0.1409731605504057
starry,0.2816487427589646,0.33727198434546907
beautiful,0.282397758065811,0.15448548403786416
in,0.282478282771922,
seat,0.2826414841364038,0.24572418550115227
refrain,0.28299264707368044,0.3408910325922597
certainly,0.28312248136861023,0.30909916484062605
whisper,0.2838069521088188,0.3433387780943683
absurd,0.2856359972899664,0.28740883400007133
patch,0.2856502957569471,0.3970311626234566
lean,0.28586235828908857,0.3609779640270967
handful,0.2863186429623982,0.40414548526825517
lazybones,0.28725550534632005,0.47195143235001613
ey,0.28747480862922037,0.23923553022510927
greet,0.2876825248837489,0.2889610650811234
keep,0.287809396492954,
nice,0.2883807288206887,0.30170933566337577
hole,0.2901366549581781,0.3350061737607579
louis,0.29021227929414883,0.28142382195798654
belong,0.29042453807840884,0.5710754686241585
case,0.2911389438788034,0.2675326606558546
surrender,0.2911654662665494,0.20077734409102058
bout,0.29177784505473026,0.49703714809385546
buff,0.29302750729063864,0.2052366984927318
lulu,0.293108311271126,0.4001086138106606
dervish,0.2936153477408837,0.49482202367103834
tack,0.29448803463361933,0.329200979157932
wine,0.2946499179269367,0.3766903764132089
block,0.2949345591367614,0.3850571758594369
fancy,0.2958566696029319,0.3611079525770574
lark,0.29603102309824014,0.35418400421868546
men,0.29655844020399125,0.36853129272796337
chick,0.2971988013810242,0.30906684403642565
stranger,0.2975192746045689,0.41137287494088537
lovely,0.2975778862400815,0.4426272231648162
rest,0.29799362473684027,0.2682785884937765
tale,0.2982454147331626,0.32068137532222235
work,0.29974946967472127,0.13071773870266376
male,0.3002822315757979,0.4927153460673036
spell,0.30053119732794553,0.5589919154308741
memories,0.30107680204321075,0.35060443101309635
created,0.3011248042421539,0.3100178774530173
street,0.3012925155032625,0.36425372605140355
enchanted,0.3017109537271054,0.1889180784277154
